Claim_id,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
16174,May,4,Wednesday,Honda,Urban,Tuesday,Jun,3,Male,Single,41,Policy Holder,Sedan - Liability,Sport,more than 69000,,6074,14,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
16175,May,2,Thursday,Honda,Urban,Friday,May,2,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,,6075,11,400,2,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
16176,May,2,Wednesday,Mazda,Urban,Wednesday,May,4,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6076,1,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
16177,Feb,3,Sunday,Pontiac,Urban,Tuesday,Feb,4,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,6077,14,700,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16178,Nov,4,Thursday,Honda,Rural,Friday,Mar,2,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,6078,3,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
16179,Dec,3,Thursday,Honda,Urban,Thursday,Dec,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6079,6,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
16180,Dec,3,Tuesday,Toyota,Urban,Tuesday,Dec,3,Male,Married,47,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,6080,2,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
16181,Dec,1,Monday,Toyota,Urban,Monday,Dec,1,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6081,9,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16182,Oct,1,Friday,Pontiac,Urban,Friday,Oct,1,Male,Married,62,Third Party,Sedan - All Perils,Sedan,less than 20000,,6082,13,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
16183,Dec,4,Thursday,Honda,Urban,Thursday,Dec,4,Female,Single,32,Third Party,Sedan - Liability,Sport,20000 to 29000,,6083,3,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16184,Sep,4,Monday,Mazda,Urban,Tuesday,Oct,2,Male,Married,76,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,6084,2,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils
16185,Sep,4,Monday,Honda,Urban,Friday,Sep,5,Male,Single,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,,6085,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
16186,Jan,4,Monday,Pontiac,Urban,Friday,Jan,5,Male,Married,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,6086,9,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
16187,Jan,1,Saturday,VW,Urban,Tuesday,Mar,1,Female,Married,45,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,6087,14,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
16188,Sep,1,Friday,Toyota,Urban,Tuesday,Sep,2,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,6088,6,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16189,Sep,1,Friday,Mazda,Urban,Tuesday,Sep,2,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6089,10,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
16190,Apr,1,Friday,VW,Rural,Tuesday,Apr,1,Male,Married,80,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6090,4,400,3,more than 30,more than 30,2 to 4,6 years,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils
16191,Mar,4,Monday,Mazda,Urban,Monday,Mar,4,Female,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6091,1,400,3,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Liability
16192,Oct,1,Wednesday,Mazda,Urban,Thursday,Oct,2,Male,Married,49,Third Party,Sedan - All Perils,Sedan,30000 to 39000,,6092,7,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
16193,Oct,1,Monday,Mercury,Urban,Monday,Oct,1,Male,Married,36,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,6093,11,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
16194,Sep,1,Friday,Toyota,Urban,Monday,Sep,1,Female,Single,45,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,6094,10,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
16195,Mar,3,Thursday,Pontiac,Urban,Monday,Apr,1,Male,Married,53,Third Party,Sedan - Collision,Sedan,20000 to 29000,,6095,10,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
16196,Mar,2,Sunday,Toyota,Urban,Tuesday,Mar,5,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6096,14,400,1,more than 30,more than 30,none,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1994,Collision
16197,Jun,3,Friday,Accura,Urban,Friday,Jun,3,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6097,2,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
16198,Mar,5,Wednesday,Honda,Urban,Wednesday,Mar,5,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6098,3,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,1 year,1 vehicle,1994,Liability
16199,Jun,5,Friday,Toyota,Urban,Monday,Jul,1,Female,Single,23,Policy Holder,Sedan - Collision,Sedan,less than 20000,,6099,2,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
16200,Jun,4,Tuesday,Toyota,Urban,Tuesday,Jul,1,Female,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,,6100,6,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
16201,Oct,4,Wednesday,Toyota,Urban,Monday,Oct,5,Male,Single,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,,6101,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
16202,Aug,1,Friday,Honda,Urban,Monday,Aug,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6102,2,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
16203,Dec,1,Saturday,Saab,Urban,Monday,Dec,1,Male,Married,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,6103,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16204,Dec,1,Friday,Mazda,Urban,Monday,Dec,1,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6104,4,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16205,Apr,2,Friday,Pontiac,Urban,Friday,Apr,3,Male,Married,50,Third Party,Sedan - Liability,Sport,20000 to 29000,,6105,2,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
16206,Sep,1,Saturday,Accura,Urban,Thursday,Oct,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6106,8,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
16207,Sep,1,Saturday,Pontiac,Urban,Monday,Nov,2,Female,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6107,3,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16208,Jun,2,Monday,Chevrolet,Urban,Thursday,Jun,3,Female,Single,28,Third Party,Sedan - Collision,Sedan,more than 69000,,6108,6,700,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16209,Jun,2,Saturday,Pontiac,Urban,Monday,Jun,2,Male,Married,49,Policy Holder,Sport - All Perils,Sport,30000 to 39000,,6109,2,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16210,Sep,1,Saturday,Mazda,Urban,Friday,Sep,4,Male,Single,22,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6110,3,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,3 to 4,1994,Collision
16211,Jun,2,Thursday,Honda,Urban,Thursday,Jun,2,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6111,14,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
16212,Jun,1,Monday,Pontiac,Urban,Tuesday,Jun,2,Male,Single,44,Policy Holder,Sedan - Liability,Sport,more than 69000,,6112,12,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability
16213,Sep,1,Thursday,Pontiac,Urban,Thursday,Sep,2,Male,Single,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,,6113,10,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16214,Aug,3,Tuesday,Pontiac,Urban,Monday,Aug,4,Male,Married,29,Third Party,Sedan - All Perils,Sedan,30000 to 39000,,6114,14,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
16215,Sep,4,Thursday,Chevrolet,Urban,Wednesday,Oct,1,Male,Married,52,Third Party,Utility - All Perils,Utility,more than 69000,,6115,5,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
16216,Sep,3,Tuesday,Pontiac,Urban,Thursday,Sep,4,Male,Married,41,Policy Holder,Sedan - Liability,Sport,more than 69000,,6116,6,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
16217,Oct,4,Saturday,Honda,Urban,Wednesday,Oct,4,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6117,11,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability
16218,Oct,3,Thursday,Honda,Urban,Friday,Nov,4,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,6118,14,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16219,Sep,1,Saturday,Toyota,Urban,Tuesday,Sep,1,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6119,6,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
16220,Nov,1,Wednesday,Honda,Rural,Monday,Dec,1,Male,Single,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,6120,4,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,Internal,none,no change,1 vehicle,1994,Liability
16221,Dec,1,Monday,Pontiac,Urban,Friday,Dec,2,Female,Single,27,Third Party,Sedan - Liability,Sport,30000 to 39000,,6121,10,500,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,Liability
16222,Nov,4,Saturday,Mazda,Urban,Monday,Nov,5,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6122,8,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
16223,Apr,1,Saturday,Toyota,Urban,Wednesday,Apr,1,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6123,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
16224,Apr,4,Saturday,Mazda,Urban,Monday,Apr,4,Male,Married,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,6124,11,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1994,Liability
16225,May,1,Monday,Toyota,Urban,Wednesday,May,3,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6125,7,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16226,May,4,Sunday,Pontiac,Urban,Monday,May,4,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6126,7,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
16227,Jun,2,Friday,Toyota,Urban,Wednesday,Jun,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6127,10,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
16228,Jun,1,Sunday,Mazda,Urban,Monday,Jun,1,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6128,13,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
16229,Sep,1,Saturday,Mazda,Urban,Monday,Sep,1,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6129,12,400,3,more than 30,more than 30,none,5 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1994,Collision
16230,Jul,2,Wednesday,VW,Urban,Thursday,Jul,2,Male,Married,51,Policy Holder,Sedan - Liability,Sport,more than 69000,,6130,7,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
16231,Oct,3,Saturday,Honda,Urban,Tuesday,Oct,3,Male,Married,50,Third Party,Sedan - Liability,Sport,20000 to 29000,,6131,15,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
16232,Oct,2,Monday,Pontiac,Urban,Monday,Oct,2,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,less than 20000,,6132,10,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
16233,Sep,5,Thursday,Toyota,Urban,Tuesday,Nov,2,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,6133,12,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils
16234,Sep,4,Thursday,Honda,Urban,Friday,Sep,4,Male,Married,50,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,6134,16,400,4,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
16235,Sep,4,Friday,Saab,Urban,Friday,Sep,5,Male,Single,24,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,6135,14,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16236,Jul,3,Thursday,Mazda,Rural,Tuesday,Jul,4,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6136,16,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
16237,Jul,3,Wednesday,Toyota,Urban,Thursday,Jul,3,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6137,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
16238,Jul,1,Saturday,Pontiac,Urban,Thursday,Jul,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,6138,12,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
16239,Mar,4,Sunday,Mazda,Urban,Tuesday,Mar,5,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6139,4,700,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
16240,Mar,4,Thursday,Toyota,Urban,Thursday,Mar,4,Female,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6140,14,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
16241,Nov,4,Saturday,Chevrolet,Urban,Monday,Nov,5,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6141,13,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16242,Nov,5,Monday,Accura,Urban,Monday,Nov,5,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6142,3,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
16243,Nov,4,Sunday,Toyota,Urban,Wednesday,Nov,5,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6143,14,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
16244,Nov,4,Wednesday,Toyota,Urban,Wednesday,Nov,4,Female,Married,68,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6144,3,400,2,more than 30,more than 30,more than 4,7 years,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
16245,Nov,4,Thursday,Ford,Urban,Monday,Nov,5,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,6145,4,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
16246,Sep,1,Sunday,Mazda,Urban,Thursday,Sep,2,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,6146,10,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
16247,Oct,4,Wednesday,Honda,Urban,Tuesday,Nov,5,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,6147,8,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
16248,Oct,3,Sunday,Toyota,Urban,Monday,Oct,3,Male,Single,66,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,6148,7,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,All Perils
16249,Sep,1,Sunday,Pontiac,Urban,Tuesday,Sep,2,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,6149,16,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision
16250,Sep,1,Sunday,Honda,Rural,Monday,Sep,1,Male,Single,18,Policy Holder,Sport - Collision,Sport,more than 69000,,6150,6,400,4,more than 30,more than 30,none,5 years,21 to 25,No,No,External,none,no change,1 vehicle,1995,Collision
16251,Jul,2,Monday,Toyota,Urban,Monday,Aug,1,Male,Married,70,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6151,10,400,4,more than 30,more than 30,1,more than 7,over 65,No,No,External,1 to 2,no change,3 to 4,1995,All Perils
16252,Jun,5,Wednesday,Toyota,Urban,Thursday,Aug,1,Male,Married,75,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6152,3,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
16253,Jun,5,Tuesday,Honda,Urban,Monday,Jul,2,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,6153,5,400,1,more than 30,more than 30,1,6 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
16254,Jun,4,Tuesday,Chevrolet,Urban,Monday,Jul,3,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,,6154,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
16255,Jun,3,Sunday,Toyota,Urban,Tuesday,Jun,5,Male,Married,37,Third Party,Sedan - Collision,Sedan,30000 to 39000,,6155,9,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
16256,Jun,3,Thursday,Pontiac,Urban,Friday,Jun,3,Male,Married,45,Third Party,Sedan - Liability,Sport,30000 to 39000,,6156,13,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
